Time,ECG1_Filtered
2025-05-22T17:02:08.705,-0.28
2025-05-22T17:02:08.709,-0.32
2025-05-22T17:02:08.713,-0.35
2025-05-22T17:02:08.717,-0.38
2025-05-22T17:02:08.720,-0.39
2025-05-22T17:02:08.724,-0.41
2025-05-22T17:02:08.728,-0.41
2025-05-22T17:02:08.732,-0.42
2025-05-22T17:02:08.735,-0.42
2025-05-22T17:02:08.739,-0.43
2025-05-22T17:02:08.743,-0.43
2025-05-22T17:02:08.747,-0.42
2025-05-22T17:02:08.750,-0.42
2025-05-22T17:02:08.754,-0.41
2025-05-22T17:02:08.758,-0.39
2025-05-22T17:02:08.762,-0.38
2025-05-22T17:02:08.765,-0.37
2025-05-22T17:02:08.769,-0.36
2025-05-22T17:02:08.773,-0.34
2025-05-22T17:02:08.777,-0.33
2025-05-22T17:02:08.780,-0.32
2025-05-22T17:02:08.784,-0.31
2025-05-22T17:02:08.788,-0.3
2025-05-22T17:02:08.792,-0.29
2025-05-22T17:02:08.795,-0.27
2025-05-22T17:02:08.799,-0.26
2025-05-22T17:02:08.803,-0.26
2025-05-22T17:02:08.807,-0.25
2025-05-22T17:02:08.810,-0.25
2025-05-22T17:02:08.814,-0.25
2025-05-22T17:02:08.818,-0.24
2025-05-22T17:02:08.822,-0.24
2025-05-22T17:02:08.825,-0.23
2025-05-22T17:02:08.829,-0.22
2025-05-22T17:02:08.833,-0.22
2025-05-22T17:02:08.837,-0.22
2025-05-22T17:02:08.840,-0.23
2025-05-22T17:02:08.844,-0.23
2025-05-22T17:02:08.848,-0.23
2025-05-22T17:02:08.852,-0.23
2025-05-22T17:02:08.855,-0.23
2025-05-22T17:02:08.859,-0.23
2025-05-22T17:02:08.863,-0.23
2025-05-22T17:02:08.867,-0.23
2025-05-22T17:02:08.870,-0.24
2025-05-22T17:02:08.874,-0.24
2025-05-22T17:02:08.878,-0.25
2025-05-22T17:02:08.882,-0.25
2025-05-22T17:02:08.885,-0.26
2025-05-22T17:02:08.889,-0.26
2025-05-22T17:02:08.893,-0.26
2025-05-22T17:02:08.897,-0.25
2025-05-22T17:02:08.900,-0.25
2025-05-22T17:02:08.904,-0.25
2025-05-22T17:02:08.908,-0.24
2025-05-22T17:02:08.912,-0.24
2025-05-22T17:02:08.915,-0.24
2025-05-22T17:02:08.919,-0.23
2025-05-22T17:02:08.923,-0.23
2025-05-22T17:02:08.927,-0.23
2025-05-22T17:02:08.930,-0.23
2025-05-22T17:02:08.934,-0.23
2025-05-22T17:02:08.938,-0.23
2025-05-22T17:02:08.942,-0.23
2025-05-22T17:02:08.945,-0.23
2025-05-22T17:02:08.949,-0.23
2025-05-22T17:02:08.953,-0.22
2025-05-22T17:02:08.957,-0.22
2025-05-22T17:02:08.960,-0.21
2025-05-22T17:02:08.964,-0.21
2025-05-22T17:02:08.968,-0.2
2025-05-22T17:02:08.972,-0.2
2025-05-22T17:02:08.975,-0.19
2025-05-22T17:02:08.979,-0.19
2025-05-22T17:02:08.983,-0.2
2025-05-22T17:02:08.987,-0.2
2025-05-22T17:02:08.990,-0.2
2025-05-22T17:02:08.994,-0.2
2025-05-22T17:02:08.998,-0.2
2025-05-22T17:02:09.002,-0.2
2025-05-22T17:02:09.005,-0.2
2025-05-22T17:02:09.009,-0.19
2025-05-22T17:02:09.013,-0.19
2025-05-22T17:02:09.017,-0.19
2025-05-22T17:02:09.020,-0.18
2025-05-22T17:02:09.024,-0.18
2025-05-22T17:02:09.028,-0.17
2025-05-22T17:02:09.032,-0.15
2025-05-22T17:02:09.035,-0.14
2025-05-22T17:02:09.039,-0.12
2025-05-22T17:02:09.043,-0.09
2025-05-22T17:02:09.047,-0.06
2025-05-22T17:02:09.050,-0.03
2025-05-22T17:02:09.054,0.01
2025-05-22T17:02:09.058,0.05
2025-05-22T17:02:09.062,0.08
2025-05-22T17:02:09.065,0.11
2025-05-22T17:02:09.069,0.13
2025-05-22T17:02:09.073,0.15
2025-05-22T17:02:09.077,0.15
2025-05-22T17:02:09.080,0.13
2025-05-22T17:02:09.084,0.11
2025-05-22T17:02:09.088,0.08
2025-05-22T17:02:09.092,0.04
2025-05-22T17:02:09.095,0.01
2025-05-22T17:02:09.099,-0.02
2025-05-22T17:02:09.103,-0.06
2025-05-22T17:02:09.107,-0.09
2025-05-22T17:02:09.110,-0.12
2025-05-22T17:02:09.114,-0.14
2025-05-22T17:02:09.118,-0.16
2025-05-22T17:02:09.122,-0.17
2025-05-22T17:02:09.125,-0.18
2025-05-22T17:02:09.129,-0.18
2025-05-22T17:02:09.133,-0.18
2025-05-22T17:02:09.137,-0.17
2025-05-22T17:02:09.140,-0.16
2025-05-22T17:02:09.144,-0.16
2025-05-22T17:02:09.148,-0.15
2025-05-22T17:02:09.152,-0.14
2025-05-22T17:02:09.155,-0.13
2025-05-22T17:02:09.159,-0.12
2025-05-22T17:02:09.163,-0.12
2025-05-22T17:02:09.167,-0.11
2025-05-22T17:02:09.170,-0.1
2025-05-22T17:02:09.174,-0.08
2025-05-22T17:02:09.178,-0.02
2025-05-22T17:02:09.182,0.1
2025-05-22T17:02:09.185,0.3
2025-05-22T17:02:09.189,0.56
2025-05-22T17:02:09.193,0.89
2025-05-22T17:02:09.197,1.27
2025-05-22T17:02:09.200,1.67
2025-05-22T17:02:09.204,2.02
2025-05-22T17:02:09.208,2.19
2025-05-22T17:02:09.212,2.07
2025-05-22T17:02:09.215,1.67
2025-05-22T17:02:09.219,1.1
2025-05-22T17:02:09.223,0.51
2025-05-22T17:02:09.227,0.02
2025-05-22T17:02:09.230,-0.34
2025-05-22T17:02:09.234,-0.57
2025-05-22T17:02:09.238,-0.67
2025-05-22T17:02:09.242,-0.68
2025-05-22T17:02:09.245,-0.62
2025-05-22T17:02:09.249,-0.51
2025-05-22T17:02:09.253,-0.4
2025-05-22T17:02:09.257,-0.29
2025-05-22T17:02:09.260,-0.21
2025-05-22T17:02:09.264,-0.15
2025-05-22T17:02:09.268,-0.11
2025-05-22T17:02:09.272,-0.07
2025-05-22T17:02:09.275,-0.05
2025-05-22T17:02:09.279,-0.02
2025-05-22T17:02:09.283,0.0
2025-05-22T17:02:09.287,0.02
2025-05-22T17:02:09.290,0.04
2025-05-22T17:02:09.294,0.06
2025-05-22T17:02:09.298,0.08
2025-05-22T17:02:09.302,0.1
2025-05-22T17:02:09.305,0.12
2025-05-22T17:02:09.309,0.14
2025-05-22T17:02:09.313,0.16
2025-05-22T17:02:09.317,0.17
2025-05-22T17:02:09.320,0.18
2025-05-22T17:02:09.324,0.19
2025-05-22T17:02:09.328,0.2
2025-05-22T17:02:09.332,0.21
2025-05-22T17:02:09.335,0.22
2025-05-22T17:02:09.339,0.23
2025-05-22T17:02:09.343,0.24
2025-05-22T17:02:09.347,0.25
2025-05-22T17:02:09.350,0.26
2025-05-22T17:02:09.354,0.27
2025-05-22T17:02:09.358,0.28
2025-05-22T17:02:09.362,0.29
2025-05-22T17:02:09.365,0.3
2025-05-22T17:02:09.369,0.31
2025-05-22T17:02:09.373,0.32
2025-05-22T17:02:09.377,0.34
2025-05-22T17:02:09.380,0.35
2025-05-22T17:02:09.384,0.36
2025-05-22T17:02:09.388,0.38
2025-05-22T17:02:09.392,0.39
2025-05-22T17:02:09.395,0.41
2025-05-22T17:02:09.399,0.43
2025-05-22T17:02:09.403,0.46
2025-05-22T17:02:09.407,0.48
2025-05-22T17:02:09.410,0.5
2025-05-22T17:02:09.414,0.52
2025-05-22T17:02:09.418,0.55
2025-05-22T17:02:09.422,0.58
2025-05-22T17:02:09.425,0.61
2025-05-22T17:02:09.429,0.64
2025-05-22T17:02:09.433,0.67
2025-05-22T17:02:09.437,0.7
2025-05-22T17:02:09.440,0.73
2025-05-22T17:02:09.444,0.76
2025-05-22T17:02:09.448,0.79
2025-05-22T17:02:09.452,0.82
2025-05-22T17:02:09.455,0.84
2025-05-22T17:02:09.459,0.86
2025-05-22T17:02:09.463,0.87
2025-05-22T17:02:09.467,0.88
2025-05-22T17:02:09.470,0.87
2025-05-22T17:02:09.474,0.86
2025-05-22T17:02:09.478,0.84
2025-05-22T17:02:09.482,0.81
2025-05-22T17:02:09.485,0.77
2025-05-22T17:02:09.489,0.72
2025-05-22T17:02:09.493,0.66
2025-05-22T17:02:09.497,0.6
2025-05-22T17:02:09.500,0.53
2025-05-22T17:02:09.504,0.45
2025-05-22T17:02:09.508,0.37
2025-05-22T17:02:09.512,0.28
2025-05-22T17:02:09.515,0.2
2025-05-22T17:02:09.519,0.12
2025-05-22T17:02:09.523,0.04
2025-05-22T17:02:09.527,-0.04
2025-05-22T17:02:09.530,-0.11
2025-05-22T17:02:09.534,-0.17
2025-05-22T17:02:09.538,-0.23
2025-05-22T17:02:09.542,-0.28
2025-05-22T17:02:09.545,-0.32
2025-05-22T17:02:09.549,-0.36
2025-05-22T17:02:09.553,-0.39
2025-05-22T17:02:09.557,-0.41
2025-05-22T17:02:09.560,-0.43
2025-05-22T17:02:09.564,-0.44
2025-05-22T17:02:09.568,-0.45
2025-05-22T17:02:09.572,-0.45
2025-05-22T17:02:09.575,-0.45
2025-05-22T17:02:09.579,-0.44
2025-05-22T17:02:09.583,-0.44
2025-05-22T17:02:09.587,-0.43
2025-05-22T17:02:09.590,-0.43
2025-05-22T17:02:09.594,-0.42
2025-05-22T17:02:09.598,-0.42
2025-05-22T17:02:09.602,-0.41
2025-05-22T17:02:09.605,-0.4
2025-05-22T17:02:09.609,-0.39
2025-05-22T17:02:09.613,-0.38
2025-05-22T17:02:09.617,-0.37
2025-05-22T17:02:09.620,-0.36
2025-05-22T17:02:09.624,-0.35
2025-05-22T17:02:09.628,-0.33
2025-05-22T17:02:09.632,-0.32
2025-05-22T17:02:09.635,-0.32
2025-05-22T17:02:09.639,-0.31
2025-05-22T17:02:09.643,-0.31
2025-05-22T17:02:09.647,-0.31
2025-05-22T17:02:09.650,-0.31
2025-05-22T17:02:09.654,-0.31
2025-05-22T17:02:09.658,-0.31
2025-05-22T17:02:09.662,-0.31
2025-05-22T17:02:09.665,-0.31
2025-05-22T17:02:09.669,-0.31
2025-05-22T17:02:09.673,-0.32
2025-05-22T17:02:09.677,-0.32
2025-05-22T17:02:09.680,-0.32
2025-05-22T17:02:09.684,-0.33
2025-05-22T17:02:09.688,-0.33
2025-05-22T17:02:09.692,-0.33
2025-05-22T17:02:09.695,-0.33
2025-05-22T17:02:09.699,-0.34
2025-05-22T17:02:09.703,-0.34
2025-05-22T17:02:09.707,-0.34
2025-05-22T17:02:09.710,-0.34
2025-05-22T17:02:09.714,-0.34
2025-05-22T17:02:09.718,-0.34
2025-05-22T17:02:09.722,-0.34
2025-05-22T17:02:09.725,-0.34
2025-05-22T17:02:09.729,-0.34
2025-05-22T17:02:09.733,-0.34
2025-05-22T17:02:09.737,-0.34
2025-05-22T17:02:09.740,-0.34
2025-05-22T17:02:09.744,-0.34
2025-05-22T17:02:09.748,-0.34
2025-05-22T17:02:09.752,-0.34
2025-05-22T17:02:09.755,-0.34
2025-05-22T17:02:09.759,-0.34
2025-05-22T17:02:09.763,-0.34
2025-05-22T17:02:09.767,-0.34
2025-05-22T17:02:09.770,-0.34
2025-05-22T17:02:09.774,-0.33
2025-05-22T17:02:09.778,-0.33
2025-05-22T17:02:09.782,-0.33
2025-05-22T17:02:09.785,-0.33
2025-05-22T17:02:09.789,-0.32
2025-05-22T17:02:09.793,-0.32
2025-05-22T17:02:09.797,-0.32
2025-05-22T17:02:09.800,-0.31
2025-05-22T17:02:09.804,-0.31
2025-05-22T17:02:09.808,-0.31
2025-05-22T17:02:09.812,-0.31
2025-05-22T17:02:09.815,-0.31
2025-05-22T17:02:09.819,-0.3
2025-05-22T17:02:09.823,-0.3
2025-05-22T17:02:09.827,-0.3
2025-05-22T17:02:09.830,-0.3
2025-05-22T17:02:09.834,-0.3
2025-05-22T17:02:09.838,-0.29
2025-05-22T17:02:09.842,-0.29
2025-05-22T17:02:09.845,-0.28
2025-05-22T17:02:09.849,-0.28
2025-05-22T17:02:09.853,-0.28
2025-05-22T17:02:09.857,-0.28
2025-05-22T17:02:09.860,-0.28
2025-05-22T17:02:09.864,-0.27
2025-05-22T17:02:09.868,-0.27
2025-05-22T17:02:09.872,-0.27
2025-05-22T17:02:09.875,-0.26
2025-05-22T17:02:09.879,-0.25
2025-05-22T17:02:09.883,-0.25
2025-05-22T17:02:09.887,-0.24
2025-05-22T17:02:09.890,-0.24
2025-05-22T17:02:09.894,-0.23
2025-05-22T17:02:09.898,-0.23
2025-05-22T17:02:09.902,-0.22
2025-05-22T17:02:09.905,-0.22
2025-05-22T17:02:09.909,-0.21
2025-05-22T17:02:09.913,-0.21
2025-05-22T17:02:09.917,-0.21
2025-05-22T17:02:09.920,-0.21
2025-05-22T17:02:09.924,-0.21
2025-05-22T17:02:09.928,-0.21
2025-05-22T17:02:09.932,-0.21
2025-05-22T17:02:09.935,-0.2
2025-05-22T17:02:09.939,-0.2
2025-05-22T17:02:09.943,-0.19
